account_id,industry,plan_tier,start_date,end_date,mrr_amount,feedback_text,churn_flag,tenure_months,ticket_count,avg_usage,signup_month
A-65aeb5,DevTools,Basic,2024-02-02,,171,missing features,0,27.4,2,11.1,2024-02
A-65aeb5,DevTools,Pro,2024-05-08,,441,,0,24.2,2,9.0,2024-05
A-65aeb5,DevTools,Pro,2024-05-08,,441,missing features,0,24.2,2,9.0,2024-05
A-e2cd1b,DevTools,Basic,2024-06-24,,0,,0,22.7,5,9.4,2024-06
A-e2cd1b,DevTools,Enterprise,2024-10-05,,0,,0,19.3,5,10.7,2024-10
A-e2cd1b,DevTools,Basic,2024-02-22,,836,,0,26.7,5,10.0,2024-02
A-e2cd1b,DevTools,Enterprise,2024-12-26,,3184,,0,16.6,5,3.3,2024-12
A-e2cd1b,DevTools,Pro,2024-07-30,,2205,,0,21.5,5,10.4,2024-07
A-e2cd1b,DevTools,Basic,2024-12-07,,2261,,0,17.2,5,9.7,2024-12
A-e2cd1b,DevTools,Basic,2024-11-20,,342,,0,17.8,5,9.0,2024-11
A-e2cd1b,DevTools,Enterprise,2024-05-25,,2985,,0,23.7,5,9.9,2024-05
A-e2cd1b,DevTools,Pro,2024-04-29,,735,,0,24.5,5,10.6,2024-04
A-180abf,DevTools,Pro,2024-12-16,,0,,0,17.0,3,9.7,2024-12
A-180abf,DevTools,Pro,2024-12-16,,0,,0,17.0,3,9.7,2024-12
A-180abf,DevTools,Pro,2024-12-16,,0,,0,17.0,3,9.7,2024-12
A-180abf,DevTools,Pro,2024-12-16,,0,,0,17.0,3,9.7,2024-12
A-180abf,DevTools,Pro,2024-12-16,,0,switched to competitor,0,17.0,3,9.7,2024-12
A-180abf,DevTools,Basic,2024-01-17,2024-04-19,0,,1,3.1,3,14.0,2024-01
A-180abf,DevTools,Basic,2024-01-17,2024-04-19,0,,1,3.1,3,14.0,2024-01
A-180abf,DevTools,Basic,2024-01-17,2024-04-19,0,,1,3.1,3,14.0,2024-01
A-180abf,DevTools,Basic,2024-01-17,2024-04-19,0,,1,3.1,3,14.0,2024-01
A-180abf,DevTools,Basic,2024-01-17,2024-04-19,0,switched to competitor,1,3.1,3,14.0,2024-01
A-180abf,DevTools,Enterprise,2024-04-16,,12736,,0,25.0,3,11.8,2024-04
A-180abf,DevTools,Enterprise,2024-04-16,,12736,,0,25.0,3,11.8,2024-04
A-180abf,DevTools,Enterprise,2024-04-16,,12736,,0,25.0,3,11.8,2024-04
A-180abf,DevTools,Enterprise,2024-04-16,,12736,,0,25.0,3,11.8,2024-04
A-180abf,DevTools,Enterprise,2024-04-16,,12736,switched to competitor,0,25.0,3,11.8,2024-04
A-180abf,DevTools,Pro,2024-12-17,,3136,,0,16.9,3,8.3,2024-12
A-180abf,DevTools,Pro,2024-12-17,,3136,,0,16.9,3,8.3,2024-12
A-180abf,DevTools,Pro,2024-12-17,,3136,,0,16.9,3,8.3,2024-12
A-180abf,DevTools,Pro,2024-12-17,,3136,,0,16.9,3,8.3,2024-12
A-180abf,DevTools,Pro,2024-12-17,,3136,switched to competitor,0,16.9,3,8.3,2024-12
A-180abf,DevTools,Pro,2024-02-19,,3136,,0,26.8,3,8.5,2024-02
A-180abf,DevTools,Pro,2024-02-19,,3136,,0,26.8,3,8.5,2024-02
A-180abf,DevTools,Pro,2024-02-19,,3136,,0,26.8,3,8.5,2024-02
A-180abf,DevTools,Pro,2024-02-19,,3136,,0,26.8,3,8.5,2024-02
A-180abf,DevTools,Pro,2024-02-19,,3136,switched to competitor,0,26.8,3,8.5,2024-02
A-180abf,DevTools,Enterprise,2023-09-16,2023-11-06,12736,,1,1.7,3,10.9,2023-09
A-180abf,DevTools,Enterprise,2023-09-16,2023-11-06,12736,,1,1.7,3,10.9,2023-09
A-180abf,DevTools,Enterprise,2023-09-16,2023-11-06,12736,,1,1.7,3,10.9,2023-09
A-180abf,DevTools,Enterprise,2023-09-16,2023-11-06,12736,,1,1.7,3,10.9,2023-09
A-180abf,DevTools,Enterprise,2023-09-16,2023-11-06,12736,switched to competitor,1,1.7,3,10.9,2023-09
A-180abf,DevTools,Basic,2024-11-09,,1216,,0,18.2,3,9.8,2024-11
A-180abf,DevTools,Basic,2024-11-09,,1216,,0,18.2,3,9.8,2024-11
A-180abf,DevTools,Basic,2024-11-09,,1216,,0,18.2,3,9.8,2024-11
A-180abf,DevTools,Basic,2024-11-09,,1216,,0,18.2,3,9.8,2024-11
A-180abf,DevTools,Basic,2024-11-09,,1216,switched to competitor,0,18.2,3,9.8,2024-11
A-180abf,DevTools,Pro,2024-12-20,,3136,,0,16.8,3,11.0,2024-12
A-180abf,DevTools,Pro,2024-12-20,,3136,,0,16.8,3,11.0,2024-12
A-180abf,DevTools,Pro,2024-12-20,,3136,,0,16.8,3,11.0,2024-12
A-180abf,DevTools,Pro,2024-12-20,,3136,,0,16.8,3,11.0,2024-12
A-180abf,DevTools,Pro,2024-12-20,,3136,switched to competitor,0,16.8,3,11.0,2024-12
A-180abf,DevTools,Basic,2024-07-10,,1216,,0,22.2,3,10.3,2024-07
A-180abf,DevTools,Basic,2024-07-10,,1216,,0,22.2,3,10.3,2024-07
A-180abf,DevTools,Basic,2024-07-10,,1216,,0,22.2,3,10.3,2024-07
A-180abf,DevTools,Basic,2024-07-10,,1216,,0,22.2,3,10.3,2024-07
A-180abf,DevTools,Basic,2024-07-10,,1216,switched to competitor,0,22.2,3,10.3,2024-07
A-f17767,DevTools,Enterprise,2024-08-03,,199,,0,21.4,3,12.1,2024-08
A-f17767,DevTools,Pro,2024-12-10,,735,,0,17.2,3,0.0,2024-12
A-f17767,DevTools,Pro,2024-01-03,2024-01-28,539,,1,0.8,3,9.0,2024-01
A-f17767,DevTools,Pro,2024-08-21,,588,,0,20.8,3,10.8,2024-08
A-f17767,DevTools,Pro,2023-09-17,,1274,,0,31.9,3,11.2,2023-09
A-f17767,DevTools,Pro,2024-03-20,,441,,0,25.9,3,10.0,2024-03
A-f17767,DevTools,Pro,2023-11-15,,1127,,0,30.0,3,9.0,2023-11
A-f17767,DevTools,Pro,2023-02-15,2023-08-25,686,,1,6.3,3,10.6,2023-02
A-f17767,DevTools,Enterprise,2023-12-07,,7761,,0,29.3,3,9.7,2023-12
A-f17767,DevTools,Basic,2023-05-02,,38,,0,36.5,3,10.0,2023-05
A-f17767,DevTools,Pro,2023-07-30,,441,,0,33.5,3,10.0,2023-07
A-f17767,DevTools,Enterprise,2023-03-22,,1194,,0,37.8,3,9.6,2023-03
A-f17767,DevTools,Pro,2024-02-15,,1078,,0,27.0,3,0.0,2024-02
A-f17767,DevTools,Basic,2023-11-01,,38,,0,30.5,3,10.4,2023-11
A-5a184f,DevTools,Enterprise,2024-01-15,,9154,missing features,0,28.0,3,9.0,2024-01
A-5a184f,DevTools,Enterprise,2024-01-15,,9154,switched to competitor,0,28.0,3,9.0,2024-01
A-5a184f,DevTools,Enterprise,2024-01-15,,9154,too expensive,0,28.0,3,9.0,2024-01
A-5a184f,DevTools,Basic,2023-09-03,,1406,missing features,0,32.4,3,10.4,2023-09
A-5a184f,DevTools,Basic,2023-09-03,,1406,switched to competitor,0,32.4,3,10.4,2023-09
A-5a184f,DevTools,Basic,2023-09-03,,1406,too expensive,0,32.4,3,10.4,2023-09
A-5a184f,DevTools,Basic,2024-11-06,2024-12-13,684,missing features,1,1.2,3,13.7,2024-11
A-5a184f,DevTools,Basic,2024-11-06,2024-12-13,684,switched to competitor,1,1.2,3,13.7,2024-11
A-5a184f,DevTools,Basic,2024-11-06,2024-12-13,684,too expensive,1,1.2,3,13.7,2024-11
A-5a184f,DevTools,Basic,2024-01-21,,114,missing features,0,27.8,3,10.9,2024-01
A-5a184f,DevTools,Basic,2024-01-21,,114,switched to competitor,0,27.8,3,10.9,2024-01
A-5a184f,DevTools,Basic,2024-01-21,,114,too expensive,0,27.8,3,10.9,2024-01
A-5a184f,DevTools,Enterprise,2023-12-02,,4378,missing features,0,29.4,3,11.8,2023-12
A-5a184f,DevTools,Enterprise,2023-12-02,,4378,switched to competitor,0,29.4,3,11.8,2023-12
A-5a184f,DevTools,Enterprise,2023-12-02,,4378,too expensive,0,29.4,3,11.8,2023-12
A-5a184f,DevTools,Pro,2023-08-31,,0,missing features,0,32.5,3,10.0,2023-08
A-5a184f,DevTools,Pro,2023-08-31,,0,switched to competitor,0,32.5,3,10.0,2023-08
A-5a184f,DevTools,Pro,2023-08-31,,0,too expensive,0,32.5,3,10.0,2023-08
A-5a184f,DevTools,Enterprise,2024-04-14,,2786,missing features,0,25.0,3,10.3,2024-04
A-5a184f,DevTools,Enterprise,2024-04-14,,2786,switched to competitor,0,25.0,3,10.3,2024-04
A-5a184f,DevTools,Enterprise,2024-04-14,,2786,too expensive,0,25.0,3,10.3,2024-04
A-5a184f,DevTools,Basic,2024-10-20,,19,missing features,0,18.8,3,10.4,2024-10
A-5a184f,DevTools,Basic,2024-10-20,,19,switched to competitor,0,18.8,3,10.4,2024-10
A-5a184f,DevTools,Basic,2024-10-20,,19,too expensive,0,18.8,3,10.4,2024-10
A-5a184f,DevTools,Basic,2024-01-20,,133,missing features,0,27.8,3,9.5,2024-01
A-5a184f,DevTools,Basic,2024-01-20,,133,switched to competitor,0,27.8,3,9.5,2024-01
A-5a184f,DevTools,Basic,2024-01-20,,133,too expensive,0,27.8,3,9.5,2024-01
A-5a184f,DevTools,Pro,2023-11-30,,2009,missing features,0,29.5,3,9.2,2023-11
A-5a184f,DevTools,Pro,2023-11-30,,2009,switched to competitor,0,29.5,3,9.2,2023-11
A-5a184f,DevTools,Pro,2023-11-30,,2009,too expensive,0,29.5,3,9.2,2023-11
A-7df7a7,DevTools,Pro,2023-09-16,,343,missing features,0,32.0,3,9.5,2023-09
A-7df7a7,DevTools,Enterprise,2024-05-07,,1393,missing features,0,24.3,3,10.3,2024-05
A-7df7a7,DevTools,Basic,2024-11-04,,133,missing features,0,18.3,3,9.7,2024-11
A-7df7a7,DevTools,Pro,2024-03-04,,343,missing features,0,26.4,3,9.0,2024-03
A-7df7a7,DevTools,Pro,2023-06-10,,0,missing features,0,35.2,3,11.8,2023-06
A-7df7a7,DevTools,Enterprise,2024-05-25,,1393,missing features,0,23.7,3,9.8,2024-05
A-7df7a7,DevTools,Enterprise,2023-09-07,,2587,missing features,0,32.3,3,10.7,2023-09
A-7df7a7,DevTools,Enterprise,2023-10-17,2024-01-18,2587,missing features,1,3.1,3,9.5,2023-10
A-7df7a7,DevTools,Enterprise,2023-06-26,,8955,missing features,0,34.7,3,8.0,2023-06
A-7df7a7,DevTools,Pro,2023-02-05,,343,missing features,0,39.3,3,11.7,2023-02
A-7df7a7,DevTools,Basic,2024-04-06,,133,missing features,0,25.3,3,9.3,2024-04
A-7df7a7,DevTools,Enterprise,2024-12-28,,5970,missing features,0,16.6,3,9.3,2024-12
A-7df7a7,DevTools,Basic,2023-03-03,,0,missing features,0,38.4,3,10.9,2023-03
A-7df7a7,DevTools,Enterprise,2023-12-13,,2985,missing features,0,29.1,3,11.5,2023-12
A-7df7a7,DevTools,Enterprise,2024-12-05,,1990,missing features,0,17.3,3,9.5,2024-12
A-1ac5e0,DevTools,Enterprise,2024-11-17,,6567,,0,17.9,7,9.6,2024-11
A-1ac5e0,DevTools,Basic,2024-11-15,,627,,0,18.0,7,10.8,2024-11
A-1ac5e0,DevTools,Enterprise,2024-12-30,,0,,0,16.5,7,8.9,2024-12
A-1ac5e0,DevTools,Basic,2024-11-29,,627,,0,17.5,7,10.4,2024-11
A-1ac5e0,DevTools,Enterprise,2024-11-24,,0,,0,17.7,7,8.8,2024-11
A-1ac5e0,DevTools,Basic,2024-10-24,,627,,0,18.7,7,9.7,2024-10
A-1ac5e0,DevTools,Pro,2024-11-25,,1617,,0,17.6,7,12.0,2024-11
A-1ac5e0,DevTools,Enterprise,2024-11-19,,6567,,0,17.8,7,10.3,2024-11
A-1ac5e0,DevTools,Pro,2024-11-30,,1617,,0,17.5,7,9.4,2024-11
A-1ac5e0,DevTools,Basic,2024-12-11,,0,,0,17.1,7,9.5,2024-12
A-52dd88,Cybersecurity,Enterprise,2024-09-09,,4577,,0,20.2,1,13.0,2024-09
A-52dd88,Cybersecurity,Pro,2024-12-04,,1470,,0,17.3,1,10.0,2024-12
A-52dd88,Cybersecurity,Pro,2024-03-12,,1127,,0,26.1,1,8.8,2024-03
A-52dd88,Cybersecurity,Basic,2023-12-05,,437,,0,29.3,1,9.0,2023-12
A-52dd88,Cybersecurity,Basic,2023-12-15,,0,,0,29.0,1,9.3,2023-12
A-52dd88,Cybersecurity,Pro,2023-03-26,,1274,,0,37.7,1,10.2,2023-03
A-52dd88,Cybersecurity,Basic,2023-12-12,,437,,0,29.1,1,9.8,2023-12
A-52dd88,Cybersecurity,Basic,2023-12-25,,437,,0,28.7,1,12.5,2023-12
A-52dd88,Cybersecurity,Basic,2024-11-13,,532,,0,18.0,1,12.8,2024-11
A-52dd88,Cybersecurity,Enterprise,2024-08-02,,5174,,0,21.4,1,11.2,2024-08
A-52dd88,Cybersecurity,Pro,2023-10-10,,1127,,0,31.2,1,8.8,2023-10
A-bece89,Cybersecurity,Enterprise,2024-03-03,,5174,missing features,0,26.4,4,9.0,2024-03
A-bece89,Cybersecurity,Enterprise,2024-03-03,,5174,switched to competitor,0,26.4,4,9.0,2024-03
A-bece89,Cybersecurity,Basic,2024-03-08,,494,missing features,0,26.3,4,9.2,2024-03
A-bece89,Cybersecurity,Basic,2024-03-08,,494,switched to competitor,0,26.3,4,9.2,2024-03
A-bece89,Cybersecurity,Pro,2024-02-08,,1372,missing features,0,27.2,4,8.3,2024-02
A-bece89,Cybersecurity,Pro,2024-02-08,,1372,switched to competitor,0,27.2,4,8.3,2024-02
A-bece89,Cybersecurity,Pro,2024-10-18,,1862,missing features,0,18.9,4,7.3,2024-10
A-bece89,Cybersecurity,Pro,2024-10-18,,1862,switched to competitor,0,18.9,4,7.3,2024-10
A-bece89,Cybersecurity,Enterprise,2024-05-20,,5174,missing features,0,23.9,4,12.0,2024-05
A-bece89,Cybersecurity,Enterprise,2024-05-20,,5174,switched to competitor,0,23.9,4,12.0,2024-05
A-bece89,Cybersecurity,Enterprise,2024-01-18,,5174,missing features,0,27.9,4,9.7,2024-01
A-bece89,Cybersecurity,Enterprise,2024-01-18,,5174,switched to competitor,0,27.9,4,9.7,2024-01
A-029f69,Cybersecurity,Basic,2024-12-31,,646,,0,16.5,2,10.3,2024-12
A-029f69,Cybersecurity,Basic,2024-12-31,,646,switched to competitor,0,16.5,2,10.3,2024-12
A-029f69,Cybersecurity,Basic,2024-12-31,,646,too expensive,0,16.5,2,10.3,2024-12
A-029f69,Cybersecurity,Enterprise,2024-05-24,,4776,,0,23.7,2,8.6,2024-05
A-029f69,Cybersecurity,Enterprise,2024-05-24,,4776,switched to competitor,0,23.7,2,8.6,2024-05
A-029f69,Cybersecurity,Enterprise,2024-05-24,,4776,too expensive,0,23.7,2,8.6,2024-05
A-029f69,Cybersecurity,Pro,2024-12-14,,490,,0,17.0,2,11.0,2024-12
A-029f69,Cybersecurity,Pro,2024-12-14,,490,switched to competitor,0,17.0,2,11.0,2024-12
A-029f69,Cybersecurity,Pro,2024-12-14,,490,too expensive,0,17.0,2,11.0,2024-12
A-029f69,Cybersecurity,Pro,2024-10-10,2024-11-16,0,,1,1.2,2,10.2,2024-10
A-029f69,Cybersecurity,Pro,2024-10-10,2024-11-16,0,switched to competitor,1,1.2,2,10.2,2024-10
A-029f69,Cybersecurity,Pro,2024-10-10,2024-11-16,0,too expensive,1,1.2,2,10.2,2024-10
A-029f69,Cybersecurity,Enterprise,2024-08-11,,0,,0,21.1,2,8.0,2024-08
A-029f69,Cybersecurity,Enterprise,2024-08-11,,0,switched to competitor,0,21.1,2,8.0,2024-08
A-029f69,Cybersecurity,Enterprise,2024-08-11,,0,too expensive,0,21.1,2,8.0,2024-08
A-029f69,Cybersecurity,Enterprise,2024-09-14,,2985,,0,20.0,2,8.6,2024-09
A-029f69,Cybersecurity,Enterprise,2024-09-14,,2985,switched to competitor,0,20.0,2,8.6,2024-09
A-029f69,Cybersecurity,Enterprise,2024-09-14,,2985,too expensive,0,20.0,2,8.6,2024-09
A-029f69,Cybersecurity,Enterprise,2024-08-10,,597,,0,21.2,2,8.7,2024-08
A-029f69,Cybersecurity,Enterprise,2024-08-10,,597,switched to competitor,0,21.2,2,8.7,2024-08
A-029f69,Cybersecurity,Enterprise,2024-08-10,,597,too expensive,0,21.2,2,8.7,2024-08
A-029f69,Cybersecurity,Basic,2024-12-02,,209,,0,17.4,2,9.4,2024-12
A-029f69,Cybersecurity,Basic,2024-12-02,,209,switched to competitor,0,17.4,2,9.4,2024-12
A-029f69,Cybersecurity,Basic,2024-12-02,,209,too expensive,0,17.4,2,9.4,2024-12
A-029f69,Cybersecurity,Enterprise,2024-11-08,,597,,0,18.2,2,10.8,2024-11
A-029f69,Cybersecurity,Enterprise,2024-11-08,,597,switched to competitor,0,18.2,2,10.8,2024-11
A-029f69,Cybersecurity,Enterprise,2024-11-08,,597,too expensive,0,18.2,2,10.8,2024-11
A-029f69,Cybersecurity,Pro,2024-09-09,,1323,,0,20.2,2,10.5,2024-09
A-029f69,Cybersecurity,Pro,2024-09-09,,1323,switched to competitor,0,20.2,2,10.5,2024-09
A-029f69,Cybersecurity,Pro,2024-09-09,,1323,too expensive,0,20.2,2,10.5,2024-09
A-029f69,Cybersecurity,Basic,2024-09-15,2024-09-19,285,,1,0.1,2,7.5,2024-09
A-029f69,Cybersecurity,Basic,2024-09-15,2024-09-19,285,switched to competitor,1,0.1,2,7.5,2024-09
A-029f69,Cybersecurity,Basic,2024-09-15,2024-09-19,285,too expensive,1,0.1,2,7.5,2024-09
A-029f69,Cybersecurity,Pro,2024-05-09,,1274,,0,24.2,2,11.1,2024-05
A-029f69,Cybersecurity,Pro,2024-05-09,,1274,switched to competitor,0,24.2,2,11.1,2024-05
A-029f69,Cybersecurity,Pro,2024-05-09,,1274,too expensive,0,24.2,2,11.1,2024-05
A-029f69,Cybersecurity,Pro,2024-11-13,,147,,0,18.0,2,9.0,2024-11
A-029f69,Cybersecurity,Pro,2024-11-13,,147,switched to competitor,0,18.0,2,9.0,2024-11
A-029f69,Cybersecurity,Pro,2024-11-13,,147,too expensive,0,18.0,2,9.0,2024-11
A-029f69,Cybersecurity,Pro,2024-08-04,2024-08-23,1029,,1,0.6,2,9.3,2024-08
A-029f69,Cybersecurity,Pro,2024-08-04,2024-08-23,1029,switched to competitor,1,0.6,2,9.3,2024-08
A-029f69,Cybersecurity,Pro,2024-08-04,2024-08-23,1029,too expensive,1,0.6,2,9.3,2024-08
A-029f69,Cybersecurity,Pro,2024-11-11,,147,,0,18.1,2,9.5,2024-11
A-029f69,Cybersecurity,Pro,2024-11-11,,147,switched to competitor,0,18.1,2,9.5,2024-11
A-029f69,Cybersecurity,Pro,2024-11-11,,147,too expensive,0,18.1,2,9.5,2024-11
A-029f69,Cybersecurity,Basic,2024-12-10,,133,,0,17.2,2,9.4,2024-12
A-029f69,Cybersecurity,Basic,2024-12-10,,133,switched to competitor,0,17.2,2,9.4,2024-12
A-029f69,Cybersecurity,Basic,2024-12-10,,133,too expensive,0,17.2,2,9.4,2024-12
A-5c046d,EdTech,Pro,2024-07-23,,4557,,0,21.7,1,10.2,2024-07
A-5c046d,EdTech,Enterprise,2024-12-18,,18507,,0,16.9,1,8.8,2024-12
A-5c046d,EdTech,Basic,2024-12-02,,1767,,0,17.4,1,8.6,2024-12
A-5c046d,EdTech,Enterprise,2024-12-20,,18507,,0,16.8,1,9.3,2024-12
A-5c046d,EdTech,Basic,2024-08-18,,1767,,0,20.9,1,10.0,2024-08
A-5c046d,EdTech,Basic,2024-12-02,,1767,,0,17.4,1,11.5,2024-12
A-5c046d,EdTech,Enterprise,2024-11-23,,18507,,0,17.7,1,11.1,2024-11
A-5c046d,EdTech,Enterprise,2024-09-07,,18507,,0,20.2,1,13.0,2024-09
A-fb186e,EdTech,Enterprise,2024-12-22,,5771,,0,16.8,6,9.0,2024-12
A-fb186e,EdTech,Basic,2024-11-16,,0,,0,17.9,6,10.8,2024-11
A-fb186e,EdTech,Enterprise,2024-12-28,,0,,0,16.6,6,10.3,2024-12
A-ae052e,FinTech,Pro,2024-03-31,,1911,too expensive,0,25.5,4,12.3,2024-03
A-ae052e,FinTech,Pro,2024-03-31,,1911,too expensive,0,25.5,4,12.3,2024-03
A-ae052e,FinTech,Pro,2024-03-31,,1911,too expensive,0,25.5,4,12.3,2024-03
A-ae052e,FinTech,Pro,2024-03-31,,1911,too expensive,0,25.5,4,12.3,2024-03
A-ae052e,FinTech,Pro,2024-11-28,2024-12-06,1960,too expensive,1,0.3,4,9.3,2024-11
A-ae052e,FinTech,Pro,2024-11-28,2024-12-06,1960,too expensive,1,0.3,4,9.3,2024-11
A-ae052e,FinTech,Pro,2024-11-28,2024-12-06,1960,too expensive,1,0.3,4,9.3,2024-11
A-ae052e,FinTech,Pro,2024-11-28,2024-12-06,1960,too expensive,1,0.3,4,9.3,2024-11
A-ae052e,FinTech,Pro,2024-01-22,2024-10-29,0,too expensive,1,9.2,4,14.0,2024-01
A-ae052e,FinTech,Pro,2024-01-22,2024-10-29,0,too expensive,1,9.2,4,14.0,2024-01
A-ae052e,FinTech,Pro,2024-01-22,2024-10-29,0,too expensive,1,9.2,4,14.0,2024-01
A-ae052e,FinTech,Pro,2024-01-22,2024-10-29,0,too expensive,1,9.2,4,14.0,2024-01
A-ae052e,FinTech,Pro,2024-10-24,2024-12-11,1911,too expensive,1,1.6,4,8.0,2024-10
A-ae052e,FinTech,Pro,2024-10-24,2024-12-11,1911,too expensive,1,1.6,4,8.0,2024-10
A-ae052e,FinTech,Pro,2024-10-24,2024-12-11,1911,too expensive,1,1.6,4,8.0,2024-10
A-ae052e,FinTech,Pro,2024-10-24,2024-12-11,1911,too expensive,1,1.6,4,8.0,2024-10
A-ae052e,FinTech,Pro,2024-09-02,,1911,too expensive,0,20.4,4,6.8,2024-09
A-ae052e,FinTech,Pro,2024-09-02,,1911,too expensive,0,20.4,4,6.8,2024-09
A-ae052e,FinTech,Pro,2024-09-02,,1911,too expensive,0,20.4,4,6.8,2024-09
A-ae052e,FinTech,Pro,2024-09-02,,1911,too expensive,0,20.4,4,6.8,2024-09
A-ae052e,FinTech,Basic,2024-12-17,,0,too expensive,0,16.9,4,10.3,2024-12
A-ae052e,FinTech,Basic,2024-12-17,,0,too expensive,0,16.9,4,10.3,2024-12
A-ae052e,FinTech,Basic,2024-12-17,,0,too expensive,0,16.9,4,10.3,2024-12
A-ae052e,FinTech,Basic,2024-12-17,,0,too expensive,0,16.9,4,10.3,2024-12
A-9f9299,FinTech,Enterprise,2024-08-02,,5572,,0,21.4,5,9.2,2024-08
A-9f9299,FinTech,Enterprise,2024-08-02,,5572,missing features,0,21.4,5,9.2,2024-08
A-9f9299,FinTech,Enterprise,2023-11-27,,5572,,0,29.6,5,10.3,2023-11
A-9f9299,FinTech,Enterprise,2023-11-27,,5572,missing features,0,29.6,5,10.3,2023-11
A-9f9299,FinTech,Enterprise,2024-10-06,,5572,,0,19.3,5,10.0,2024-10
A-9f9299,FinTech,Enterprise,2024-10-06,,5572,missing features,0,19.3,5,10.0,2024-10
A-9f9299,FinTech,Enterprise,2023-11-24,2024-07-20,5572,,1,7.9,5,11.3,2023-11
A-9f9299,FinTech,Enterprise,2023-11-24,2024-07-20,5572,missing features,1,7.9,5,11.3,2023-11
A-9f9299,FinTech,Pro,2024-11-18,,1372,,0,17.9,5,11.0,2024-11
A-9f9299,FinTech,Pro,2024-11-18,,1372,missing features,0,17.9,5,11.0,2024-11
A-9f9299,FinTech,Basic,2024-04-04,,532,,0,25.4,5,11.3,2024-04
A-9f9299,FinTech,Basic,2024-04-04,,532,missing features,0,25.4,5,11.3,2024-04
A-9f9299,FinTech,Pro,2024-07-07,,1568,,0,22.3,5,9.8,2024-07
A-9f9299,FinTech,Pro,2024-07-07,,1568,missing features,0,22.3,5,9.8,2024-07
A-9f9299,FinTech,Enterprise,2024-07-18,,5572,,0,21.9,5,10.0,2024-07
A-9f9299,FinTech,Enterprise,2024-07-18,,5572,missing features,0,21.9,5,10.0,2024-07
A-9f9299,FinTech,Pro,2024-11-10,2024-12-31,1372,,1,1.7,5,10.6,2024-11
A-9f9299,FinTech,Pro,2024-11-10,2024-12-31,1372,missing features,1,1.7,5,10.6,2024-11
A-9f9299,FinTech,Basic,2024-03-09,,532,,0,26.2,5,8.3,2024-03
A-9f9299,FinTech,Basic,2024-03-09,,532,missing features,0,26.2,5,8.3,2024-03
A-9f9299,FinTech,Basic,2024-10-25,,1159,,0,18.7,5,10.5,2024-10
A-9f9299,FinTech,Basic,2024-10-25,,1159,missing features,0,18.7,5,10.5,2024-10
A-9f9299,FinTech,Enterprise,2024-06-11,,5572,,0,23.1,5,8.3,2024-06
A-9f9299,FinTech,Enterprise,2024-06-11,,5572,missing features,0,23.1,5,8.3,2024-06
A-9f9299,FinTech,Basic,2024-07-08,,532,,0,22.2,5,10.5,2024-07
A-9f9299,FinTech,Basic,2024-07-08,,532,missing features,0,22.2,5,10.5,2024-07
A-9f9299,FinTech,Basic,2024-11-17,,532,,0,17.9,5,9.8,2024-11
A-9f9299,FinTech,Basic,2024-11-17,,532,missing features,0,17.9,5,9.8,2024-11
A-9f9299,FinTech,Pro,2023-11-30,2024-08-15,1372,,1,8.5,5,7.7,2023-11
A-9f9299,FinTech,Pro,2023-11-30,2024-08-15,1372,missing features,1,8.5,5,7.7,2023-11
A-96e141,DevTools,Pro,2024-03-28,,1078,too expensive,0,25.6,5,9.8,2024-03
A-96e141,DevTools,Pro,2024-03-28,,1078,too expensive,0,25.6,5,9.8,2024-03
A-96e141,DevTools,Pro,2023-12-05,,1568,too expensive,0,29.3,5,8.9,2023-12
A-96e141,DevTools,Pro,2023-12-05,,1568,too expensive,0,29.3,5,8.9,2023-12
A-96e141,DevTools,Enterprise,2024-08-21,,4975,too expensive,0,20.8,5,10.0,2024-08
A-96e141,DevTools,Enterprise,2024-08-21,,4975,too expensive,0,20.8,5,10.0,2024-08
A-96e141,DevTools,Enterprise,2024-05-04,,2786,too expensive,0,24.4,5,8.7,2024-05
A-96e141,DevTools,Enterprise,2024-05-04,,2786,too expensive,0,24.4,5,8.7,2024-05
A-96e141,DevTools,Basic,2024-08-05,2024-08-17,285,too expensive,1,0.4,5,10.7,2024-08
A-96e141,DevTools,Basic,2024-08-05,2024-08-17,285,too expensive,1,0.4,5,10.7,2024-08
A-96e141,DevTools,Enterprise,2024-08-10,,4776,too expensive,0,21.2,5,11.0,2024-08
A-96e141,DevTools,Enterprise,2024-08-10,,4776,too expensive,0,21.2,5,11.0,2024-08
A-96e141,DevTools,Enterprise,2023-10-14,,0,too expensive,0,31.0,5,7.2,2023-10
A-96e141,DevTools,Enterprise,2023-10-14,,0,too expensive,0,31.0,5,7.2,2023-10
A-117171,HealthTech,Enterprise,2024-10-20,,0,,0,18.8,6,7.8,2024-10
A-117171,HealthTech,Enterprise,2024-10-20,,0,switched to competitor,0,18.8,6,7.8,2024-10
A-117171,HealthTech,Enterprise,2024-10-20,,0,switched to competitor,0,18.8,6,7.8,2024-10
A-117171,HealthTech,Pro,2024-12-14,2024-12-17,2205,,1,0.1,6,9.8,2024-12
A-117171,HealthTech,Pro,2024-12-14,2024-12-17,2205,switched to competitor,1,0.1,6,9.8,2024-12
A-117171,HealthTech,Pro,2024-12-14,2024-12-17,2205,switched to competitor,1,0.1,6,9.8,2024-12
A-117171,HealthTech,Pro,2024-11-27,,0,,0,17.6,6,7.0,2024-11
A-117171,HealthTech,Pro,2024-11-27,,0,switched to competitor,0,17.6,6,7.0,2024-11
